layer,head,switch_residual,paraphrase_residual,parity_residual,residual_log_ratio,query_log_ratio,prompt_history_excess,native_log_ratio,current_key_log_ratio,switch_temporal_js,paraphrase_temporal_js,temporal_js_excess,switch_temporal_w1,paraphrase_temporal_w1,temporal_w1_excess,previous_episode_mass,returned_a1_mass,discovery_prompt_history_excess,validation_prompt_history_excess,zero_label,discovery_zero_label,validation_zero_label,otsu_label,gmm2_label
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,switch_stable,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,switch_stable,0,0,0,0
0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,switch_stable,0,0,0,0
0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,switch_stable,0,0,0,0
0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,switch_stable,0,0,0,0
0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,switch_stable,0,0,0,0
0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,switch_stable,0,0,0,0
0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,switch_stable,0,0,0,0
0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,switch_stable,0,0,0,0
0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,switch_stable,0,0,0,0
0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,switch_stable,0,0,0,0
0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,switch_stable,0,0,0,0
1,0,0.013099341187626123,0.006236867513507605,0.0,0.683346123950296,0.6304165615894011,0.11650356557068661,0.4938274319766716,0.57716228746939,9.179185144603252e-05,2.548032716731541e-05,6.10985116509255e-05,0.0698857456445694,0.0385260246694088,0.027050862088799477,0.9926007091999054,0.0,0.2802659051964198,-0.021538121664724533,switch_responsive,1,0,1,1
1,1,0.009286023676395416,0.004638656275346875,0.0,0.5097650401884967,0.657187865601851,-0.13716087085268427,0.5020448130930335,0.6381799491547899,4.9458649300504476e-05,1.4509485936287092e-05,3.028135688509792e-05,0.04802188277244568,0.027215301990509033,0.018369071185588837,0.9999354481697083,0.0,-0.27519827351063186,0.07230241302720902,switch_stable,0,1,0,0
1,2,0.011311769485473633,0.008905855473130941,0.0,0.3051004039571994,0.6619578603971866,-0.3590777883953732,0.5011093933601749,0.7056445159462458,9.560158650856465e-05,3.0591676477342844e-05,4.13144825870404e-05,0.09658058360219002,0.06861818954348564,0.03180296719074249,0.971525251865387,0.0,-0.5792345283749301,-0.1829532334372997,switch_stable,0,0,0,0
1,3,0.011544560082256794,0.0042968872003257275,0.0,0.9600767704439729,0.6564253123671745,0.24373220794818007,0.5420249237552208,0.7144134085412006,9.525347559247166e-05,3.33843199769035e-05,5.991795478621498e-05,0.09952539950609207,0.05334606394171715,0.04091059789061546,0.975260466337204,0.0,-0.09861390267436912,0.7702336801686239,switch_responsive,0,1,1,1
1,4,0.009516663383692503,0.005498532438650727,0.0,0.2313517865851153,0.6548240961028542,-0.5003164104300863,0.3628466894044634,0.5757294441478864,5.644888733513653e-05,1.3451081031234935e-05,3.029481740668416e-05,0.05752917565405369,0.02935980260372162,0.017775049433112144,0.7343916594982147,0.0,-0.7076365932082967,-0.23747800493527943,switch_stable,0,0,0,0
1,5,0.0038679023273289204,0.0019671410555019975,0.0,0.693910312399797,0.5982055344402671,0.10308616143063853,0.48344241699844764,0.6305433257108084,1.8965492927236483e-06,7.243561412906274e-07,8.967429039330455e-07,0.012114040553569794,0.007153868675231934,0.003237217664718628,0.9819965362548828,0.0,0.17645288128999653,0.06329514063737941,switch_responsive,1,1,1,1
1,6,0.003841106896288693,0.0040218590293079615,0.0,0.06742457432315821,0.3983000675353222,-0.3156036885343847,0.4737639940716477,0.43355844753592837,9.40402242122218e-06,6.916869097040035e-06,2.4337387003470212e-06,0.02339864894747734,0.026420988142490387,0.00034141167998313904,0.9935358166694641,0.0,-0.3437769904203048,-0.2952998958551042,switch_stable,0,0,0,0
1,7,0.01299779862165451,0.006661556661128998,0.0,0.5871672105627783,0.37214075666042545,0.14232458864705652,0.44964419933250277,0.629778559935694,3.278425720054656e-05,1.1064021236961707e-05,1.6171761672012508e-05,0.03699686378240585,0.022215944714844227,0.012597802560776472,0.9440951347351074,0.0,0.2367094352234405,-0.027619541535661474,switch_responsive,1,0,1,1
1,8,0.01353267626836896,0.010708899237215519,0.0,0.17171717516171014,0.6366912289203155,-0.3937264187408397,0.5954544500961135,0.6602864202585794,0.0001259242053492926,7.831017865100875e-05,2.3591748686158098e-05,0.09287256002426147,0.10371428728103638,-0.024941876530647278,0.999363899230957,0.0,-0.5722611039949415,-0.26042364160877884,switch_stable,0,0,0,0
1,9,0.0072805751115083694,0.00422546430490911,0.0,0.5306824464269954,0.4491720633672922,0.047418878190042146,0.5073077117114602,0.48411840021157515,8.214899571612477e-05,4.0344937588088214e-05,2.9993403586558998e-05,0.0655650906264782,0.03692803345620632,0.0201228316873312,0.952435702085495,0.0,-0.0523248469096724,0.18437480717060808,switch_responsive,0,1,0,1
1,10,0.01205722102895379,0.006028912030160427,0.0,0.5787233043181158,0.5745843294113384,0.04241884928167605,0.521896245617852,0.6933609950883359,2.2708649339620024e-05,5.9691883507184684e-06,1.3368822692427784e-05,0.04572829231619835,0.022146712988615036,0.01409102976322174,0.9274313747882843,0.0,0.3028535813810964,-0.24564096390148268,switch_responsive,1,0,0,1
1,11,0.025288967415690422,0.01888616755604744,0.0,0.09719643280643445,0.5712743538838005,-0.324772706497792,0.5153441422900005,0.6521479238467172,0.0003101987822446972,0.00015439215349033475,0.0001091879494197201,0.12452757731080055,0.10980718210339546,0.021292444318532944,0.9515414237976074,0.0,-0.4046995101147348,-0.27262465241828304,switch_stable,0,0,0,0
2,0,0.010334123391658068,0.004932508571073413,0.0,0.6457100265027679,0.5343172621295511,0.12051096661656069,0.5918170866695036,0.5518895061815099,3.6406636354513466e-05,1.5903162420727313e-05,1.1752541468013078e-05,0.05069885961711407,0.04056894592940807,0.006959477439522743,0.9251039624214172,0.0,0.32698939912927777,-0.00299930431915002,switch_responsive,1,0,1,1
2,1,0.012371469754725695,0.005545251304283738,0.0,0.6001743125862891,0.5435208803783789,0.06890037945659729,0.5797063889057286,0.6239072871465314,5.9067984693683684e-05,1.1809708666987717e-05,3.919344271707814e-05,0.04399634152650833,0.028316467069089413,0.011706406250596046,0.890180766582489,0.0,0.09549611834831917,0.062331745785147497,switch_responsive,1,1,1,1
2,2,0.011694786138832569,0.011240261141210794,0.0,-0.02661522336186868,0.19205613332866334,-0.11483581054644797,0.39241225407613145,0.25332328254866526,2.9326198273338377e-05,1.6064048395492136e-05,9.152747225016356e-06,0.038881940767169,0.02744949981570244,0.009441964328289032,0.8428038954734802,0.0,0.14081583592615887,-0.28225389993222216,switch_stable,1,0,0,0
2,3,0.0038501369999721646,0.0016495492309331894,0.0,0.5454211846311229,0.5480172179174839,0.019459035475278552,0.4552459256572441,0.5081597574649133,9.886662883218378e-05,3.0954935937188566e-05,3.509391535772011e-05,0.08440552651882172,0.040242552757263184,0.019929423928260803,0.9991445243358612,0.0,0.14043621343592938,-0.12298191823778594,switch_responsive,1,0,0,1
2,4,0.00415831315331161,0.0022612808970734477,0.0,0.5401086042865266,0.5438601607740599,0.10268843269240839,0.49820028157750307,0.4534452125526005,4.050949064549059e-05,9.601433703210205e-06,2.686737570911646e-05,0.03452637605369091,0.016204021871089935,0.015120435506105423,0.9999176859855652,0.0,0.15280254608253982,0.036477507466258996,switch_responsive,1,1,1,1
2,5,0.0073423320427536964,0.00472032674588263,0.0,0.3400165024945278,0.44006594840529745,-0.09522004921421699,0.3567787259584819,0.5723214258296264,2.425957063678652e-05,1.2743316801788751e-05,9.677583875600249e-06,0.026051008142530918,0.017415180802345276,0.01037715282291174,0.8804093599319458,0.0,-0.08322975715299546,-0.13089480681710677,switch_stable,0,0,0,1
2,6,0.010174062568694353,0.005338203860446811,0.0,0.6542137825529277,0.522328323342199,0.1018409100185387,0.5283777061850339,0.5961653099496511,1.8422771972836927e-05,6.4516716520302e-06,1.013029304886004e-05,0.035761479288339615,0.02116536907851696,0.014283171854913235,0.9513953924179077,0.0,0.07310984463500966,0.17646207316678117,switch_responsive,1,1,1,1
2,7,0.00492622796446085,0.0020253363763913512,0.0,0.5931999065743101,0.4766874878291523,0.22906690953832612,0.47966544035209757,0.5388392960557868,7.096122135408223e-05,4.4356176658766344e-05,4.466061909624841e-06,0.06824874877929688,0.04479065537452698,0.005953609943389893,0.9992953836917877,0.0,0.2154932897688495,0.24997027135611857,switch_responsive,1,1,1,1
2,8,0.010451293550431728,0.00868092942982912,0.0,0.24959010380685714,0.3679856290076125,-0.08346185915113094,0.6018354750699787,0.4922656846023318,0.000162701697263401,0.00014006550190970302,3.829803972621448e-06,0.13293389976024628,0.19226004928350449,0.004115462303161621,0.9944290518760681,0.0,-0.14470981090277424,-0.038135614416153166,switch_stable,0,0,0,1
2,9,0.006993760587647557,0.004706531064584851,0.0,0.2541614246551904,0.44679568257355295,-0.18102785842210553,0.4251825889749066,0.46842790709697546,1.6377922293031588e-05,6.216112524271011e-06,6.908459909027442e-06,0.021460050716996193,0.015031706541776657,0.004627730697393417,0.9273473024368286,0.0,-0.1880398986010286,-0.1752868229431246,switch_stable,0,0,0,0
2,10,0.01147017301991582,0.007198874140158296,0.0,0.4806237165499638,0.49857816623494816,-0.10469436581143438,0.5095696538745094,0.5491339234222071,0.00013375989510677755,5.046877413406037e-05,7.040921263978817e-05,0.08826305717229843,0.06267335265874863,0.02957012504339218,0.9869438409805298,0.0,-0.11644076371389345,-0.0867789832703863,switch_stable,0,0,0,1
2,11,0.006017456064000726,0.0035849626874551177,0.0,0.2896633285829058,0.502884759227268,-0.2152639639411778,0.49118735002740954,0.4648433664870159,9.493836114415899e-05,6.083643529564142e-05,6.215846951818094e-06,0.08468901365995407,0.07314851135015488,0.0063009560108184814,0.9993895888328552,0.0,-0.24882373542955877,-0.1893033920695334,switch_stable,0,0,0,0
3,0,0.00404513324610889,0.0026372915599495173,0.0,0.457993289992511,0.6385487828691412,-0.24683713929675877,0.6469530083956629,0.6440991805025983,0.00010934410966001451,2.4698165361769497e-05,4.702987280325033e-05,0.05156898498535156,0.023483067750930786,0.024457916617393494,0.9999636709690094,0.0,-0.12331595652999319,-0.3576955369092124,switch_stable,0,0,0,0
3,1,0.011991888750344515,0.005513410083949566,0.0,0.7064380626064312,0.7274175953974853,0.004135075065962918,0.5323501796371837,0.6340757118089552,3.3220894692931324e-05,9.142273484030738e-06,1.5401259588543326e-05,0.04257304593920708,0.02491552010178566,0.018145617097616196,0.9300738275051117,0.0,0.04523127407549421,-0.08469604996979041,switch_responsive,1,0,0,1
3,2,0.01312082540243864,0.0065608154982328415,0.0,0.6522601202646832,0.7960482596219154,-0.19091727213063095,0.6995125708426069,0.7964429078338208,7.102210656739771e-05,1.762474130373448e-05,5.5322192565654404e-05,0.06373222172260284,0.027320966124534607,0.035022348165512085,0.9976933896541595,0.0,-0.20766513132849074,-0.1853952957399389,switch_stable,0,0,0,0
3,3,0.009574786759912968,0.004639437654986978,0.0,0.5855089463346654,0.6283861909678464,-0.04606753008729565,0.7310283138591733,0.690401022830712,2.2433516278397292e-05,6.441317964345217e-06,1.538126525701955e-05,0.027467810548841953,0.014841973781585693,0.009775858372449875,0.9448003768920898,0.0,0.08695237314446991,-0.20391750703477607,switch_stable,1,0,0,1
3,4,0.01245451532304287,0.005436568753793836,0.0,0.626216568848153,0.6412448255428391,0.021420684014558156,0.5887456390379708,0.6591200987628913,7.686333265155554e-05,1.9717506802408025e-05,4.725040344055742e-05,0.06979718804359436,0.03368858993053436,0.030857175588607788,0.9999135732650757,0.0,0.058282401353719815,-0.014983144394624281,switch_responsive,1,0,0,1
3,5,0.008248922880738974,0.004668536130338907,0.0,0.481504008658438,0.6390010644746803,-0.07286255385699536,0.5483329676443576,0.7683355251457578,4.258750414010137e-05,1.8139122403226793e-05,1.2781882105628029e-05,0.04246753081679344,0.029023894108831882,0.008825857192277908,0.9261299073696136,0.0,0.02508924251788794,-0.20729609625297368,switch_stable,1,0,0,1
3,6,0.006583314156159759,0.0031328725162893534,0.0,0.5804045962989866,0.7370049014783122,-0.07716674826969938,0.5894686401263104,0.6776333748470793,3.4930861147586256e-05,1.0329684300813824e-05,1.4434242075367365e-05,0.03571133688092232,0.022816671058535576,0.009718815330415964,0.92106494307518,0.0,0.10580404003594523,-0.2906997690867428,switch_stable,1,0,0,1
3,7,0.003992382204160094,0.001681771595031023,0.0,0.690837254592098,0.6994024561186296,0.005314977977787266,0.6005972011608913,0.6330216909167137,4.3015934352297336e-05,1.0387206202722155e-05,2.7497634619066957e-05,0.02274543046951294,0.010787546634674072,0.0111922025680542,0.9999898970127106,0.0,0.011280556834213668,0.0036982757793307397,switch_responsive,1,1,0,1
3,8,0.01149878604337573,0.00448240339756012,0.0,0.8477123564321187,0.7826334870229223,0.08231950966242077,0.6030280830181747,0.7160531005271745,9.070776286534965e-05,1.1715696018654853e-05,7.10169188096188e-05,0.07838577777147293,0.02522108517587185,0.04684804752469063,0.9661642014980316,0.0,0.2565972761080324,-0.09719486785127218,switch_responsive,1,0,1,1
3,9,0.007274766219779849,0.0036267557879909873,0.0,0.6099181391472978,0.6723996060627082,-0.04083467813268166,0.6559778964757201,0.679514106871616,4.372128751128912e-05,1.5324345440603793e-05,1.6710855561541393e-05,0.04466432146728039,0.0307712871581316,0.011057036928832531,0.9847656488418579,0.0,0.05971147075186389,-0.1670661554160049,switch_stable,1,0,0,1
3,10,0.011386381927877665,0.004765995778143406,0.0,0.766792763778285,0.7326252887376787,0.0356903158341636,0.6797594219430751,0.7184609858688067,2.663748455233872e-05,6.517144356621429e-06,1.566291757626459e-05,0.03594919107854366,0.020289484411478043,0.012318519875407219,0.8888736069202423,0.0,0.07592380925496145,-0.02868129023967586,switch_responsive,1,0,0,1
3,11,0.007995656691491604,0.003991112811490893,0.0,0.6184551343780109,0.7527209972829136,-0.11152057485177574,0.6913271798687357,0.7526100973227605,3.855815884890035e-05,8.172253728844225e-06,2.9169965273467824e-05,0.05198238976299763,0.02164379507303238,0.026039129123091698,0.9151623845100403,0.0,0.04540296481243955,-0.26875126191623266,switch_stable,1,0,0,0
4,0,0.007090876577422023,0.005946020130068064,0.0,0.24644221851453577,0.5340526780953381,-0.23154213994670383,0.5783958824956072,0.5715879207301116,5.622945900540799e-05,2.173829489038326e-05,1.9552884623408318e-05,0.05718228220939636,0.038532618433237076,0.0106496661901474,0.9954659938812256,0.0,-0.16584887680317462,-0.34666111110399656,switch_stable,0,0,0,0
4,1,0.0066790885757654905,0.0039365473203361034,0.0,0.39524135500595625,0.49320804780657085,-0.024463008287708456,0.43168516658922684,0.6157847364968698,4.759042349178344e-05,1.3733882951783016e-05,2.3333239369094372e-05,0.041234374046325684,0.02339247800409794,0.012993894517421722,0.902854859828949,0.0,-0.14140107477283786,0.15158116380565873,switch_stable,0,1,0,1
4,2,0.016919836401939392,0.007890143431723118,0.0,0.7158497446677388,0.6557346707983323,0.06773457407191705,0.47113660356513126,0.5949358556818061,0.00015799633547430858,3.184340675943531e-05,8.010811870917678e-05,0.09520743042230606,0.0464491993188858,0.04256538301706314,0.9751078486442566,0.0,0.08785373576028262,0.0011986705850342422,switch_responsive,1,1,1,1
4,3,0.002430143649689853,0.0018113151309080422,0.0,0.25832137985948345,0.40631035797870163,-0.0642894184839958,0.41908315795553464,0.4418981643668838,2.6520024221099447e-05,1.911115577968303e-05,3.6985038605052978e-06,0.06585097312927246,0.045366160571575165,0.016360923647880554,0.8593402802944183,0.0,-0.04777126229550538,-0.10165855769035884,switch_stable,0,0,0,1
4,4,0.01141839986667037,0.007066420977935195,0.0,0.40676929137489337,0.5195774940621007,-0.09732722850609057,0.4888556772321808,0.5858347739737269,8.72202217578888e-05,4.309984797146171e-05,3.3723532396834344e-05,0.07511160522699356,0.07073132693767548,0.007158041000366211,0.9840927720069885,0.0,-0.03636699866934512,-0.2024483511309689,switch_stable,0,0,0,1
4,5,0.003796432865783572,0.002311066957190633,0.0,0.5065641007688779,0.5037998691935095,0.06580169603168595,0.5757967147119462,0.49878485402069017,3.9725651731714606e-05,1.5076255294843577e-05,9.878240234684199e-06,0.03634604811668396,0.024287939071655273,0.007447957992553711,0.9997262358665466,0.0,0.1266385253239079,0.0072599983183763706,switch_responsive,1,1,1,1
4,6,0.008723869919776917,0.005957104964181781,0.0,0.3058463726494358,0.6776184678364638,-0.23768030605440862,0.6403443414773757,0.6794824829769712,1.7797754480852745e-05,6.704645784338936e-06,8.033524864003994e-06,0.0424872562289238,0.027652453631162643,0.009177811443805695,0.8956730663776398,0.0,-0.19687401541485305,-0.28828380125134156,switch_stable,0,0,0,0
4,7,0.00694309500977397,0.003547646221704781,0.0,0.4820895908508025,0.5711230116447076,-0.06752352371514123,0.517146623763564,0.5972530909380673,1.616051304154098e-05,6.510282219096553e-06,7.964819815242663e-06,0.03306031599640846,0.023417633026838303,0.00723494216799736,0.9168534874916077,0.0,-0.007351129628305947,-0.1027931740085573,switch_stable,0,0,0,1
4,8,0.007634219713509083,0.004237805726006627,0.0,0.5400173143257101,0.5419351422447272,0.03535664423366286,0.6013814439282399,0.5782488422936787,1.9048820831812918e-05,6.074384145904332e-06,9.268599114875542e-06,0.033479876816272736,0.019841572269797325,0.009855538606643677,0.961021363735199,0.0,0.02913727406952145,0.041793598045687615,switch_responsive,1,1,0,1
4,9,0.009406430646777153,0.004751225467771292,0.0,0.5927526496204563,0.5485840455528271,0.04575907802517433,0.4862476031076347,0.5404979016003654,2.240638787043281e-05,7.276175892911851e-06,1.0056101018562913e-05,0.02619129791855812,0.014540262520313263,0.01062509324401617,0.9520233869552612,0.0,0.03342476871719699,0.05240517814581896,switch_responsive,1,1,0,1
4,10,0.009746041614562273,0.006387566914781928,0.0,0.44199223519984254,0.5652259953651378,-0.0941768499231917,0.5272016415565672,0.5967062384987631,4.2421081161592156e-05,1.4664379705209285e-05,2.454026252962649e-05,0.059346117079257965,0.030892055481672287,0.026940174400806427,0.8373717665672302,0.0,-0.04954027531919525,-0.18236673483712698,switch_stable,0,0,0,1
4,11,0.008028441108763218,0.004114033421501517,0.0,0.6238575854566604,0.57050398841651,0.0875966201144702,0.4904228032533976,0.5982577149289283,5.993168451823294e-05,1.794182026060298e-05,2.9619597626151517e-05,0.058285417035222054,0.02853541634976864,0.02248207852244377,0.955502063035965,0.0,0.10314400637074178,0.06691772016571984,switch_responsive,1,1,1,1
5,0,0.00896185776218772,0.00459214742295444,0.0,0.6821233923557177,0.6682717540823537,-0.02658049861931422,0.5959874388931474,0.6418825472146927,4.710380744654685e-05,1.1695996363414451e-05,2.4629640392959118e-05,0.03380590118467808,0.01924377866089344,0.012580984272062778,0.8185831904411316,0.0,-0.02658049861931422,-0.0319778214164981,switch_stable,0,0,0,1
5,1,0.004463977180421352,0.0020541988778859377,0.0,0.6975264589445844,0.6801747754753137,-0.007725188554110141,0.6232872856673668,0.6162410443984615,7.363719851127826e-05,1.6641970432829112e-05,3.5468961868900806e-05,0.07052718102931976,0.037121012806892395,0.029515832662582397,0.9985794425010681,0.0,-0.11688368148609928,0.06434698628238511,switch_stable,0,1,0,1
5,2,0.006239910610020161,0.002809894969686866,0.0,0.714192017210044,0.6839765678667569,0.0072074351010723015,0.5868183189601804,0.6511758625659803,2.8448810553527437e-05,6.70784356771037e-06,1.198732752527576e-05,0.02139797806739807,0.011419862508773804,0.009713947772979736,0.9997057020664215,0.0,-0.0011552208513884166,0.010651667679152849,switch_responsive,0,1,0,1
5,3,0.007372932508587837,0.003857393516227603,0.0,0.5524709237319377,0.5511383590719497,-0.0022247625050717534,0.48284527375108865,0.5550742084207287,9.949815648724325e-06,2.333125848963391e-06,6.643360393354669e-06,0.0234905444085598,0.010336484760046005,0.01069336012005806,0.9517698287963867,0.0,0.04049132814476997,-0.062008796422999016,switch_stable,1,0,0,1
