layer,head,discovery_raw__v136_prompt__age_js_score,validation_raw__v136_prompt__age_js_score,discovery_coordinate__v136_prompt__age_js_score,validation_coordinate__v136_prompt__age_js_score,discovery_weighted__v136_prompt__age_js_score,validation_weighted__v136_prompt__age_js_score,discovery_raw__v136_prompt__cphi_score,validation_raw__v136_prompt__cphi_score,discovery_coordinate__v136_prompt__cphi_score,validation_coordinate__v136_prompt__cphi_score,discovery_weighted__v136_prompt__cphi_score,validation_weighted__v136_prompt__cphi_score,discovery_raw__v138_cross__history_specificity,validation_raw__v138_cross__history_specificity,discovery_coordinate__v138_cross__history_specificity,validation_coordinate__v138_cross__history_specificity,discovery_weighted__v138_cross__history_specificity,validation_weighted__v138_cross__history_specificity,discovery_raw__v138_local__freeze_latest_relative_log,validation_raw__v138_local__freeze_latest_relative_log,discovery_coordinate__v138_local__freeze_latest_relative_log,validation_coordinate__v138_local__freeze_latest_relative_log,discovery_weighted__v138_local__freeze_latest_relative_log,validation_weighted__v138_local__freeze_latest_relative_log,discovery_raw__v138_local__phase_shift_relative_log,validation_raw__v138_local__phase_shift_relative_log,discovery_coordinate__v138_local__phase_shift_relative_log,validation_coordinate__v138_local__phase_shift_relative_log,discovery_weighted__v138_local__phase_shift_relative_log,validation_weighted__v138_local__phase_shift_relative_log,discovery_raw__v138_local__reverse_relative_log,validation_raw__v138_local__reverse_relative_log,discovery_coordinate__v138_local__reverse_relative_log,validation_coordinate__v138_local__reverse_relative_log,discovery_weighted__v138_local__reverse_relative_log,validation_weighted__v138_local__reverse_relative_log,discovery_raw__v138_local__value_mismatch_relative_log,validation_raw__v138_local__value_mismatch_relative_log,discovery_coordinate__v138_local__value_mismatch_relative_log,validation_coordinate__v138_local__value_mismatch_relative_log,discovery_weighted__v138_local__value_mismatch_relative_log,validation_weighted__v138_local__value_mismatch_relative_log,discovery_raw__v143_ab__policy_prompt_score,validation_raw__v143_ab__policy_prompt_score,discovery_coordinate__v143_ab__policy_prompt_score,validation_coordinate__v143_ab__policy_prompt_score,discovery_weighted__v143_ab__policy_prompt_score,validation_weighted__v143_ab__policy_prompt_score,discovery_raw__v143_ab__prompt_history_excess,validation_raw__v143_ab__prompt_history_excess,discovery_coordinate__v143_ab__prompt_history_excess,validation_coordinate__v143_ab__prompt_history_excess,discovery_weighted__v143_ab__prompt_history_excess,validation_weighted__v143_ab__prompt_history_excess,discovery_raw__v143_ab__stale_a_mass_B_visible,validation_raw__v143_ab__stale_a_mass_B_visible,discovery_coordinate__v143_ab__stale_a_mass_B_visible,validation_coordinate__v143_ab__stale_a_mass_B_visible,discovery_weighted__v143_ab__stale_a_mass_B_visible,validation_weighted__v143_ab__stale_a_mass_B_visible,discovery_raw__v143_natural__policy_need,validation_raw__v143_natural__policy_need,discovery_coordinate__v143_natural__policy_need,validation_coordinate__v143_natural__policy_need,discovery_weighted__v143_natural__policy_need,validation_weighted__v143_natural__policy_need
0,0,0.0,0.0,0.0,0.0,0.7353270361647207,0.7353270361647207,0.0,0.0,0.0,0.0,0.6434329879447769,0.6434329879447769,-0.06871426105499268,-0.06823776662349701,-0.06871426105499268,-0.06823776662349701,-1.1042525372742797,-1.0971737101387757,-0.25939224805169825,-0.23634365737844149,-0.25939224805169825,-0.23634365737844149,-0.49046122149088206,-0.41913274601529565,-2.1981442799652093,-2.2038079288565426,-2.1981442799652093,-2.2038079288565426,0.12319378662254865,0.12129003802142563,-0.6915949837801408,-0.7221342814054901,-0.6915949837801408,-0.7221342814054901,0.49031734784973174,0.4777739795577403,-1.4821086052558488,-1.630845644477085,-1.4821086052558488,-1.630845644477085,-0.33027770821438424,-0.4048591482475507,0.0,0.0,0.0,0.0,-0.8640959425008843,-0.8640959425008843,0.0,0.0,0.0,0.0,-0.1516673588453681,-0.1516673588453681,0.8328207954764366,0.8376288264989853,0.8328207954764366,0.8376288264989853,0.01886717597911423,0.03536451326494582,-0.02245183475315571,-0.027233588509261608,-0.02245183475315571,-0.027233588509261608,-1.3855216981266814,-1.5302288102723618
0,1,0.0,0.0,0.0,0.0,0.7353270361647207,0.7353270361647207,0.0,0.0,0.0,0.0,0.6434329879447769,0.6434329879447769,-0.010177403688430786,-0.00809711217880249,-0.010177403688430786,-0.00809711217880249,-0.23462580721391968,-0.20372088364137772,-0.20639259632290757,-0.20081259859231593,-0.20639259632290757,-0.20081259859231593,-0.32644319487296664,-0.30917477543150607,-2.0745135599894144,-2.026176890251124,-2.0745135599894144,-2.026176890251124,0.164750354610001,0.1809979838615299,-1.7885520277627465,-1.83593985275113,-1.7885520277627465,-1.83593985275113,0.03976552534328071,0.020301982053000822,-1.9191620753553702,-1.9542412338057398,-1.9191620753553702,-1.9542412338057398,-0.549430095152989,-0.5670198909837955,0.0,0.0,0.0,0.0,-0.8640959425008843,-0.8640959425008843,0.0,0.0,0.0,0.0,-0.1516673588453681,-0.1516673588453681,0.6522525362670422,0.6519293896853924,0.6522525362670422,0.6519293896853924,-0.6006994327475018,-0.6018082147260786,0.002498324029147625,0.0017682129982858896,0.002498324029147625,0.0017682129982858896,-0.6304712272919927,-0.6525661038185805
0,2,0.0,0.0,0.0,0.0,0.7353270361647207,0.7353270361647207,0.0,0.0,0.0,0.0,0.6434329879447769,0.6434329879447769,-0.1421235203742981,-0.12733107805252075,-0.1421235203742981,-0.12733107805252075,-2.194824477927644,-1.9750671519519931,-0.05802053869606799,-0.1026576831776693,-0.05802053869606799,-0.1026576831776693,0.13272382421848383,-0.005414750525280296,-3.456305177859041,-3.480269640286539,-3.456305177859041,-3.480269640286539,-0.2997176782845208,-0.30777296431978823,-2.6806924153086342,-2.7471797929012944,-2.6806924153086342,-2.7471797929012944,-0.32666220283928704,-0.35397048196687214,-1.5364546301499988,-1.7276929066733118,-1.5364546301499988,-1.7276929066733118,-0.3575285182204592,-0.45342141838337424,0.0,0.0,0.0,0.0,-0.8640959425008843,-0.8640959425008843,0.0,0.0,0.0,0.0,-0.1516673588453681,-0.1516673588453681,0.9116987138986588,0.9183521419763565,0.9116987138986588,0.9183521419763565,0.28951343814193997,0.3123427099561259,0.025820661336183548,0.022357016801834106,0.025820661336183548,0.022357016801834106,0.07531753815398153,-0.029500489630253326
0,3,0.0,0.0,0.0,0.0,0.7353270361647207,0.7353270361647207,0.0,0.0,0.0,0.0,0.6434329879447769,0.6434329879447769,-0.20025617629289627,-0.17313624918460846,-0.20025617629289627,-0.17313624918460846,-3.0584463693394714,-2.655551260314919,0.049611808227711454,-0.0014700735816980369,0.049611808227711454,-0.0014700735816980369,0.4658136572051274,0.30773055331639726,-5.005981990338306,-5.046656204715311,-5.005981990338306,-5.046656204715311,-0.8206177412218026,-0.8342897537719614,-4.33757843746239,-4.401015569336719,-4.33757843746239,-4.401015569336719,-1.0071929684347682,-1.033248423876116,-1.5449327418000576,-1.7361440098059082,-1.5449327418000576,-1.7361440098059082,-0.3617797106533194,-0.457659067894202,0.0,0.0,0.0,0.0,-0.8640959425008843,-0.8640959425008843,0.0,0.0,0.0,0.0,-0.1516673588453681,-0.1516673588453681,0.9182802811264992,0.9159170836210251,0.9182802811264992,0.9159170836210251,0.3120961406906234,0.3039875269695381,0.01736564002931118,0.008257800713181496,0.01736564002931118,0.008257800713181496,-0.18055128714581303,-0.4561759203969667
0,4,0.0,0.0,0.0,0.0,0.7353270361647207,0.7353270361647207,0.0,0.0,0.0,0.0,0.6434329879447769,0.6434329879447769,-0.01007726788520813,-0.007287859916687012,-0.01007726788520813,-0.007287859916687012,-0.23313818428648475,-0.19169858811412524,-0.022091426978540038,-0.024983624673928145,-0.022091426978540038,-0.024983624673928145,0.2439136492422269,0.2349631647935008,-1.1737602405574954,-1.1772317862859818,-1.1737602405574954,-1.1772317862859818,0.4675247505386555,0.4663578437527398,-0.4395401805098275,-0.4681900320276323,-0.4395401805098275,-0.4681900320276323,0.5938435083387885,0.5820761899312951,-1.1416637953539945,-1.1498384651581852,-1.1416637953539945,-1.1498384651581852,-0.15956794884818673,-0.16366698597427426,0.0,0.0,0.0,0.0,-0.8640959425008843,-0.8640959425008843,0.0,0.0,0.0,0.0,-0.1516673588453681,-0.1516673588453681,0.976096011698246,0.9765606820583344,0.976096011698246,0.9765606820583344,0.5104737308508617,0.5120681098432507,0.011139589478261769,0.011100661125965416,0.011139589478261769,0.011100661125965416,-0.3689662163263338,-0.3701442798002636
0,5,0.0,0.0,0.0,0.0,0.7353270361647207,0.7353270361647207,0.0,0.0,0.0,0.0,0.6434329879447769,0.6434329879447769,-0.006936907768249512,-0.00877690315246582,-0.006936907768249512,-0.00877690315246582,-0.18648482394940089,-0.21381989524101788,-0.03567093631526425,-0.03128686231283845,-0.03567093631526425,-0.03128686231283845,0.2018891405672171,0.2154565347475485,-1.279111677076618,-1.3006932596222032,-1.279111677076618,-1.3006932596222032,0.43211248297975224,0.42485816542414784,-0.33534967059717136,-0.40090113538578687,-0.33534967059717136,-0.40090113538578687,0.6366375488042126,0.6097136759958018,-1.2581125035946965,-1.2923404542177623,-1.2581125035946965,-1.2923404542177623,-0.21795900191786227,-0.2351219753118351,0.0,0.0,0.0,0.0,-0.8640959425008843,-0.8640959425008843,0.0,0.0,0.0,0.0,-0.1516673588453681,-0.1516673588453681,0.986856609582901,0.9862966239452362,0.986856609582901,0.9862966239452362,0.5473955418516272,0.5454741166577273,0.007494760327972472,0.0074637337238527834,0.007494760327972472,0.0074637337238527834,-0.4792673166139157,-0.48020625460839406
0,6,0.0,0.0,0.0,0.0,0.7353270361647207,0.7353270361647207,0.0,0.0,0.0,0.0,0.6434329879447769,0.6434329879447769,-0.025457680225372314,-0.02621522545814514,-0.025457680225372314,-0.02621522545814514,-0.461630424766708,-0.4728845578597046,-0.1665602409274005,-0.14061544629865289,-0.1665602409274005,-0.14061544629865289,-0.20317400131399188,-0.12288264321620593,-1.2058277003709748,-1.1071977367931765,-1.2058277003709748,-1.1071977367931765,0.4567457663655903,0.48989871401341756,-1.0883864746252698,-0.9791187002932835,-1.0883864746252698,-0.9791187002932835,0.32734366502778206,0.3722230840866752,-1.147735934455652,-1.0389991422922793,-1.147735934455652,-1.0389991422922793,-0.16261271080293893,-0.10808865555353485,0.0,0.0,0.0,0.0,-0.8640959425008843,-0.8640959425008843,0.0,0.0,0.0,0.0,-0.1516673588453681,-0.1516673588453681,0.9176184087991714,0.9167355671525002,0.9176184087991714,0.9167355671525002,0.3098251214370297,0.3067959112786904,0.005369482329115272,0.006343696499243379,0.005369482329115272,0.006343696499243379,-0.5435832260914102,-0.5141012146033396
0,7,0.0,0.0,0.0,0.0,0.7353270361647207,0.7353270361647207,0.0,0.0,0.0,0.0,0.6434329879447769,0.6434329879447769,-0.0023698806762695312,-0.003428161144256592,-0.0023698806762695312,-0.003428161144256592,-0.1186368216006391,-0.1343586936700482,-0.07929196318741275,-0.049464963549699745,-0.07929196318741275,-0.049464963549699745,0.06689514507402997,0.1592007633362991,-2.538217239170682,-2.553283744943764,-2.538217239170682,-2.553283744943764,0.008883483708489563,0.0038191091613299756,-2.1107980549370677,-2.2350484194577156,-2.1107980549370677,-2.2350484194577156,-0.09259019053027179,-0.14362339049827022,-2.1213480869188537,-2.269581362547871,-2.1213480869188537,-2.269581362547871,-0.6508125347653414,-0.7251413718534668,0.0,0.0,0.0,0.0,-0.8640959425008843,-0.8640959425008843,0.0,0.0,0.0,0.0,-0.1516673588453681,-0.1516673588453681,0.94010079652071,0.9439762979745865,0.94010079652071,0.9439762979745865,0.3869667895114697,0.4002644272214776,0.05752221308648586,0.05673328600823879,0.05752221308648586,0.05673328600823879,1.0346810349600037,1.0108062465435392
0,8,0.0,0.0,0.0,0.0,0.7353270361647207,0.7353270361647207,0.0,0.0,0.0,0.0,0.6434329879447769,0.6434329879447769,-0.1317751705646515,-0.12510137259960175,-0.1317751705646515,-0.12510137259960175,-2.0410888315103772,-1.9419425267286492,0.03916184262598841,0.023392411746843093,0.03916184262598841,0.023392411746843093,0.433474147787396,0.3846724887327196,-5.290435313144981,-5.261600194713723,-5.290435313144981,-5.261600194713723,-0.9162323574821194,-0.9065398752273093,-4.817150059934265,-4.887297420414173,-4.817150059934265,-4.887297420414173,-1.2041668332842157,-1.2329783726982793,-1.3608408101410778,-1.7946768621421876,-1.3608408101410778,-1.7946768621421876,-0.2694702130762446,-0.48700928515915026,0.0,0.0,0.0,0.0,-0.8640959425008843,-0.8640959425008843,0.0,0.0,0.0,0.0,-0.1516673588453681,-0.1516673588453681,0.9184563905000687,0.9175904840230942,0.9184563905000687,0.9175904840230942,0.3127004079512436,0.3097293058219853,0.029292721301317215,0.01746191456913948,0.029292721301317215,0.01746191456913948,0.18039023666121046,-0.17763779319729714
0,9,0.0,0.0,0.0,0.0,0.7353270361647207,0.7353270361647207,0.0,0.0,0.0,0.0,0.6434329879447769,0.6434329879447769,-0.10281307995319366,-0.10684242099523544,-0.10281307995319366,-0.10684242099523544,-1.6108264415013591,-1.6706865507099276,-0.10677523680369673,-0.04443304356985179,-0.10677523680369673,-0.04443304356985179,-0.01815734407458081,0.17477304651689943,-1.975303802724809,-2.0119987885451556,-1.975303802724809,-2.0119987885451556,0.1980981910020596,0.18576373502428656,-1.3716718585904573,-1.4430776847709075,-1.3716718585904573,-1.4430776847709075,0.21099020639865926,0.18166177890948693,-1.1478495571201992,-1.1478386619371501,-1.1478495571201992,-1.1478386619371501,-0.16266968478861668,-0.16266422160039215,0.0,0.0,0.0,0.0,-0.8640959425008843,-0.8640959425008843,0.0,0.0,0.0,0.0,-0.1516673588453681,-0.1516673588453681,0.9032934010028839,0.9141241163015366,0.9032934010028839,0.9141241163015366,0.26067309140036615,0.29783548958181016,0.09815103188157082,0.10628888756036758,0.09815103188157082,0.10628888756036758,2.264204623501036,2.5104752711338847
